session_id,label,frame_index,host_epoch_s,host_elapsed_s,request_elapsed_s,capture_latency_s,width,height,temp_min_c,temp_mean_c,temp_p95_c,temp_max_c,temp_center_c
vibration7,vibration,0,1780601094.0814874,0.28347879998909775,0.001549599997815676,0.2819291999912821,160,120,41.760009765625,43.77009201049805,44.44000244140625,44.920013427734375,43.850006103515625
vibration7,vibration,1,1780601095.2200847,1.4220759999880102,1.0005256999866106,0.4215503000013996,160,120,42.910003662109375,43.965763092041016,44.410003662109375,44.94000244140625,43.95001220703125
vibration7,vibration,2,1780601095.971891,2.1738822999905096,2.0004377999866847,0.17344450000382494,160,120,42.77001953125,43.78053283691406,44.19000244140625,45.220001220703125,43.92999267578125
vibration7,vibration,3,1780601096.9916167,3.193608099987614,3.000213999999687,0.1933940999879269,160,120,42.6400146484375,43.68114471435547,44.110015869140625,45.110015869140625,43.8699951171875
vibration7,vibration,4,1780601098.0128684,4.214859699990484,4.000390299988794,0.2144694000016898,160,120,42.58001708984375,43.6201057434082,44.05999755859375,44.920013427734375,43.800018310546875
vibration7,vibration,5,1780601099.1078036,5.309794899992994,5.000150699997903,0.3096441999950912,160,120,42.510009765625,43.548580169677734,43.980010986328125,44.8900146484375,43.670013427734375
vibration7,vibration,6,1780601099.9960725,6.198063899995759,6.001195599994389,0.1968683000013698,160,120,42.3800048828125,43.45774841308594,43.910003662109375,45.02001953125,43.69000244140625
vibration7,vibration,7,1780601100.9945726,7.1965638999972725,7.001191499992274,0.19537240000499878,160,120,42.3900146484375,43.4218635559082,43.8699951171875,44.8699951171875,43.670013427734375
vibration7,vibration,8,1780601102.0255942,8.2275854999898,8.000708699997631,0.22687679999216925,160,120,42.32000732421875,43.377967834472656,43.839996337890625,44.83001708984375,43.58001708984375
vibration7,vibration,9,1780601103.0208566,9.222847899989574,9.000768499987316,0.2220794000022579,160,120,42.279998779296875,43.34503936767578,43.82000732421875,44.779998779296875,43.55999755859375
vibration7,vibration,10,1780601104.0692809,10.271272099998896,10.000721699994756,0.2705504000041401,160,120,42.240020751953125,43.32951736450195,43.82000732421875,44.70001220703125,43.3900146484375
vibration7,vibration,11,1780601104.9611878,11.163179099996341,11.000656699994579,0.16252240000176243,160,120,42.230010986328125,43.34817886352539,43.82000732421875,44.550018310546875,43.3699951171875
vibration7,vibration,12,1780601106.0360818,12.23807309998665,12.000976899988018,0.23709619999863207,160,120,42.230010986328125,43.350528717041016,43.82000732421875,44.920013427734375,43.42999267578125
vibration7,vibration,13,1780601107.1097333,13.311724699990009,13.000360199992429,0.3113644999975804,160,120,42.260009765625,43.32516098022461,43.800018310546875,44.67999267578125,43.360015869140625
vibration7,vibration,14,1780601108.0755186,14.277509899999131,14.000668199994834,0.2768417000042973,160,120,42.209991455078125,43.28170394897461,43.779998779296875,44.720001220703125,43.230010986328125
vibration7,vibration,15,1780601108.9657636,15.167754799986142,15.000525099996594,0.16722969998954795,160,120,42.170013427734375,43.26829528808594,43.760009765625,44.70001220703125,43.19000244140625
vibration7,vibration,16,1780601109.948368,16.150359399995068,16.000111099987407,0.15024830000766087,160,120,42.19000244140625,43.275691986083984,43.760009765625,44.480010986328125,43.1199951171875
vibration7,vibration,17,1780601111.1311553,17.333146599994507,17.000547599993297,0.3325990000012098,160,120,42.209991455078125,43.319725036621094,43.82000732421875,44.52001953125,43.19000244140625
vibration7,vibration,18,1780601112.092822,18.294813299988164,18.00074719999975,0.29406609998841304,160,120,42.209991455078125,43.29548645019531,43.779998779296875,44.6300048828125,43.339996337890625
vibration7,vibration,19,1780601112.999554,19.201545199990505,19.00115859998914,0.20038660000136588,160,120,42.149993896484375,43.22873306274414,43.709991455078125,44.67999267578125,43.209991455078125
vibration7,vibration,20,1780601113.9740794,20.176070599991363,20.000502099996083,0.17556849999527913,160,120,42.209991455078125,43.249393463134766,43.720001220703125,44.550018310546875,43.1300048828125
vibration7,vibration,21,1780601114.9910953,21.19308669999009,21.000378400000045,0.1927082999900449,160,120,42.19000244140625,43.21787643432617,43.69000244140625,44.52001953125,42.990020751953125
vibration7,vibration,22,1780601116.0870833,22.289074699991033,22.00068439998722,0.2883903000038117,160,120,42.19000244140625,43.25279998779297,43.709991455078125,44.480010986328125,43.149993896484375
vibration7,vibration,23,1780601116.9142926,23.116283799987286,23.00023499999952,0.11604879998776596,160,120,42.149993896484375,43.2748908996582,43.760009765625,44.57000732421875,43.149993896484375
vibration7,vibration,24,1780601118.0225918,24.224583099989104,24.000425299993367,0.22415779999573715,160,120,42.300018310546875,43.355525970458984,43.850006103515625,44.670013427734375,43.279998779296875
vibration7,vibration,25,1780601118.9581928,25.160184099993785,25.000431599997682,0.15975249999610242,160,120,42.300018310546875,43.36757278442383,43.850006103515625,44.6300048828125,43.3699951171875
vibration7,vibration,26,1780601120.0564451,26.258436399992206,26.001009100000374,0.2574272999918321,160,120,42.32000732421875,43.37730407714844,43.850006103515625,44.589996337890625,43.839996337890625
vibration7,vibration,27,1780601121.1065245,27.308515799988527,27.000728099999833,0.30778769998869393,160,120,42.300018310546875,43.407474517822266,43.8900146484375,45.0,43.69000244140625
vibration7,vibration,28,1780601121.9462733,28.148264599993126,28.001021599993692,0.1472429999994347,160,120,42.32000732421875,43.3675537109375,43.839996337890625,44.790008544921875,43.52001953125
vibration7,vibration,29,1780601122.976995,29.178986199985957,29.00025939999614,0.17872679998981766,160,120,42.240020751953125,43.35334396362305,43.839996337890625,44.670013427734375,43.540008544921875
vibration7,vibration,30,1780601124.0783675,30.280358699994395,30.00036679999903,0.2799918999953661,160,120,42.32000732421875,43.36227798461914,43.850006103515625,44.610015869140625,43.45001220703125
vibration7,vibration,31,1780601124.9442348,31.146226099997875,31.000383399994462,0.14584270000341348,160,120,42.300018310546875,43.349395751953125,43.82000732421875,44.610015869140625,43.5
vibration7,vibration,32,1780601125.9786427,32.18063409999013,32.001511099995696,0.17912299999443348,160,120,42.360015869140625,43.37925720214844,43.8699951171875,44.610015869140625,43.5
vibration7,vibration,33,1780601128.5824919,34.7844832999981,33.00145009999687,1.7830332000012277,160,120,42.32000732421875,43.4336051940918,43.92999267578125,44.67999267578125,43.42999267578125
vibration7,vibration,34,1780601128.8117545,35.01374589999614,34.82172290000017,0.19202299999597017,160,120,42.260009765625,43.382225036621094,43.850006103515625,44.480010986328125,43.3699951171875
vibration7,vibration,35,1780601129.0139189,35.215910099999746,35.048618799992255,0.16729130000749137,160,120,42.240020751953125,43.380126953125,43.850006103515625,44.589996337890625,43.3699951171875
vibration7,vibration,36,1780601130.0789998,36.280990999992355,36.00123619999795,0.2797547999944072,160,120,42.230010986328125,43.35574722290039,43.82000732421875,44.540008544921875,43.260009765625
vibration7,vibration,37,1780601130.9511838,37.153174999999464,37.00118009999278,0.15199490000668447,160,120,42.209991455078125,43.353126525878906,43.839996337890625,44.540008544921875,43.260009765625
vibration7,vibration,38,1780601132.0632877,38.26527899999928,38.00025869999081,0.265020300008473,160,120,42.170013427734375,43.2954216003418,43.779998779296875,44.6300048828125,43.32000732421875
vibration7,vibration,39,1780601133.0959368,39.297927999999956,39.00080039999739,0.2971276000025682,160,120,42.240020751953125,43.36919403076172,43.8699951171875,44.790008544921875,43.300018310546875
vibration7,vibration,40,1780601134.082148,40.28413929999806,40.00055319999228,0.28358610000577755,160,120,42.149993896484375,43.33345031738281,43.82000732421875,44.5,43.279998779296875
vibration7,vibration,41,1780601135.119888,41.32187929999782,41.000417699993704,0.3214616000041133,160,120,42.170013427734375,43.37932205200195,43.8699951171875,44.6300048828125,43.6300048828125
vibration7,vibration,42,1780601135.9576147,42.159605900000315,42.000196199995116,0.15940970000519883,160,120,42.300018310546875,43.40255355834961,43.8900146484375,44.540008544921875,43.58001708984375
vibration7,vibration,43,1780601137.0680182,43.2700094999891,43.00047569999879,0.2695337999903131,160,120,42.32000732421875,43.47395324707031,43.95001220703125,44.610015869140625,43.779998779296875
