host_epoch_s,host_elapsed_s,time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,pulse_count,edge_count,rise_count,fall_count,state,pulse_rate_hz,last_edge_dt_ms,label
1780597862.5225544,0.014262099997722544,186,0.022705,-0.027588,1.053223,1.725191,2.114504,-0.755725,1.053828,2.831701,20,32,12,20,0,0.0,0,vibration
1780597862.5544171,0.04612499999348074,217,0.0354,-0.032471,1.045898,2.091603,3.221374,-1.10687,1.047001,3.997151,23,38,15,23,0,0.0,6,vibration
1780597862.5839448,0.07565259998955298,248,0.045166,-0.010986,1.058838,0.778626,3.496183,-1.900763,1.059858,4.05493,27,44,17,27,0,0.0,0,vibration
1780597862.6155689,0.10727659999975003,278,0.036377,-0.013916,1.055664,2.305344,2.480916,-2.984733,1.056382,4.51422,29,49,20,29,1,104.317,14,vibration
1780597862.6463742,0.1380819999903906,309,0.052002,-0.045166,1.057861,2.503817,2.549618,-0.755725,1.060101,3.652502,33,54,21,33,0,104.317,5,vibration
1780597862.6775777,0.169285600000876,340,0.042969,-0.017822,1.064941,1.045802,3.083969,-0.267176,1.065957,3.267407,37,60,23,37,0,104.317,0,vibration
1780597862.7103486,0.202056399997673,372,0.030762,-0.050781,1.056152,1.847328,2.618321,-0.923664,1.05782,3.334873,39,65,26,39,1,104.317,14,vibration
1780597862.750686,0.2423936999985017,403,0.02832,-0.016113,1.041016,1.236641,2.419847,-0.778626,1.041526,2.826871,44,72,28,44,0,104.317,0,vibration
1780597862.771143,0.26285069998994004,434,0.027344,-0.037842,1.038818,0.778626,2.183206,-0.633588,1.039867,2.402932,46,76,30,46,0,104.317,0,vibration
1780597862.8025386,0.2942464999941876,465,0.049072,-0.023438,1.043457,2.755725,2.954198,-0.083969,1.044873,4.040836,49,81,32,49,1,104.317,14,vibration
1780597862.8337374,0.32544509999570437,496,0.019043,-0.008301,1.052734,1.122137,2.916031,-0.175573,1.052939,3.129418,54,88,34,54,0,104.317,0,vibration
1780597862.8640957,0.35580340000160504,527,0.030029,-0.043701,1.053955,1.610687,3.198473,-1.312977,1.055288,3.814243,56,92,36,56,0,104.317,0,vibration
1780597862.8962836,0.3879914999997709,558,0.049561,-0.045654,1.054443,2.572519,2.931298,-0.854962,1.056594,3.992658,60,98,38,60,0,110.714,6,vibration
1780597862.927199,0.4189066999970237,590,0.058838,-0.013428,1.063721,1.351145,3.320611,-1.145038,1.065431,3.763398,64,104,40,64,0,110.714,0,vibration
1780597862.9586017,0.4503095999971265,621,0.050537,-0.030273,1.053711,2.175573,2.328244,-0.633588,1.055356,3.248888,66,109,43,66,1,110.714,14,vibration
1780597862.9909773,0.48268499999539927,653,0.04248,-0.000977,1.041016,1.198473,2.19084,-0.534351,1.041882,2.553752,71,116,45,71,0,110.714,1,vibration
1780597863.0211713,0.5128792000032263,684,0.019775,-0.039551,1.043701,1.198473,2.770992,-1.458015,1.044637,3.352692,73,120,47,73,0,110.714,0,vibration
1780597863.0528536,0.544561499991687,715,0.034668,-0.022949,1.054199,2.442748,3.122137,-0.618321,1.055019,4.012117,76,125,49,76,1,110.714,14,vibration
1780597863.0834105,0.5751182999956654,746,0.039795,0.015381,1.090088,0.496183,5.21374,-2.549618,1.090922,5.824932,81,132,51,81,0,110.714,1,vibration
1780597863.1167955,0.6085033999988809,777,0.031006,-0.009277,1.074463,0.709924,13.297709,-17.687024,1.07495,22.139644,83,136,53,83,0,110.714,1,vibration
1780597863.1493063,0.6410141999949701,810,0.073486,-0.10498,1.007568,2.824427,22.709922,-6.534352,1.015684,23.799492,89,144,55,89,0,115.079,0,vibration
1780597863.180677,0.6723846999957459,843,0.021484,-0.02417,0.965576,0.564886,-3.770992,3.740458,0.966118,5.341396,91,148,57,91,0,115.079,1,vibration
1780597863.211891,0.7035986999981105,874,-0.009277,-0.074219,1.010742,1.030534,-33.35878,8.564885,1.013506,34.45617,94,153,59,94,1,115.079,13,vibration
1780597863.2429352,0.7346429000026546,905,0.225586,0.036865,1.266113,2.290076,5.038168,4.946564,1.286581,7.422674,99,160,61,99,0,115.079,0,vibration
1780597863.2737796,0.7654875000007451,936,0.070557,-0.050537,1.038086,-0.10687,3.885496,-1.259542,1.041708,4.085945,101,164,63,101,0,115.079,0,vibration
1780597863.30531,0.797017799995956,967,0.039551,-0.013428,1.071045,2.625954,4.435114,-4.221374,1.071859,6.662272,105,170,65,105,0,115.079,5,vibration
1780597863.335467,0.8271747999970103,998,0.007813,-0.009033,1.061523,0.465649,8.236641,-6.465648,1.061591,10.481588,109,176,67,109,0,115.079,1,vibration
1780597863.365832,0.8575398999964818,1029,0.033203,-0.049316,1.036621,0.969466,7.068702,-2.29771,1.038325,7.495724,111,180,69,111,0,115.079,0,vibration
1780597863.3963337,0.8880416000029072,1059,0.048828,-0.013916,1.008301,3.503817,2.923664,2.526718,1.009578,5.21621,114,186,72,114,0,115.079,6,vibration
1780597863.4278796,0.9195873999997275,1090,0.036377,-0.032715,1.008301,-0.099237,-6.068702,4.412214,1.009487,7.503774,118,192,74,118,0,103.571,1,vibration
1780597863.4584897,0.9501974000013433,1121,-0.042725,-0.028564,1.253906,1.717557,2.152672,-3.877863,1.254959,4.75624,120,197,77,120,1,103.571,13,vibration
1780597863.488856,0.9805637999961618,1152,0.032715,-0.053711,1.074219,2.793893,2.29771,-1.503817,1.076058,3.917496,124,202,78,124,0,103.571,6,vibration
1780597863.5190876,1.0107953999977326,1182,0.045898,-0.001709,1.093506,0.992366,7.305344,-5.480916,1.09447,9.186582,128,208,80,128,0,103.571,0,vibration
1780597863.5519333,1.0436410999973305,1212,0.028076,-0.048096,1.022217,1.748092,10.923664,-7.656488,1.023733,13.453775,130,213,83,130,1,103.571,14,vibration
1780597863.5832598,1.0749675999977626,1245,-0.009277,-0.04248,0.980469,1.152672,-5.328244,0.412214,0.981432,5.467061,135,220,85,135,0,103.571,1,vibration
1780597863.6133528,1.1050605999917025,1276,0.065186,0.010498,1.051514,1.557252,-4.908397,-0.427481,1.053584,5.167217,137,224,87,137,0,103.571,0,vibration
1780597863.6449323,1.1366399999969872,1307,0.068604,-0.071777,1.09668,2.267176,2.946565,-1.343511,1.101165,3.953145,139,229,90,139,1,103.571,14,vibration
1780597863.6760318,1.1677396000013687,1338,0.046387,0.009766,1.042969,0.824427,4.061068,-0.694656,1.044045,4.201726,144,236,92,144,0,103.571,1,vibration
1780597863.7059963,1.197703999991063,1369,0.057617,-0.040039,1.054688,0.938931,9.664123,0.206107,1.057019,9.711814,146,240,94,146,0,100.358,1,vibration
1780597863.7366264,1.228334300001734,1400,0.0271,-0.02124,1.005859,3.022901,4.625954,1.145038,1.006448,5.643447,149,245,96,149,1,100.358,14,vibration
1780597863.7681196,1.2598273999901721,1431,0.0354,-0.019287,1.0271,0.564886,-5.465648,1.763359,1.02789,5.770776,154,252,98,154,0,100.358,0,vibration
1780597863.7990608,1.2907685999962268,1462,0.188232,-0.020752,1.180176,0.19084,6.374046,0.068702,1.195273,6.377272,156,256,100,156,0,100.358,0,vibration
1780597863.832394,1.3241017999971518,1493,0.067383,-0.049561,1.066406,2.366412,3.854962,-0.824427,1.069682,4.59786,161,262,101,161,0,100.358,6,vibration
1780597863.8626256,1.3543333999987226,1525,0.037354,-0.022217,1.093506,0.938931,6.206106,0.099237,1.094369,6.277516,165,268,103,165,0,100.358,0,vibration
1780597863.8939865,1.3856942999991588,1556,0.034424,0.000488,1.025391,2.10687,7.534352,1.229008,1.025968,7.919332,167,273,106,167,1,100.358,14,vibration
1780597863.9242117,1.415919599996414,1587,-0.000732,-0.029053,1.016113,1.167939,-2.183206,0.908397,1.016529,2.637358,172,280,108,172,0,100.358,1,vibration
1780597863.9549358,1.4466436999937287,1618,0.0625,0.00415,1.046387,0.969466,-2.748092,-0.10687,1.04826,2.916041,174,284,110,174,0,100.358,0,vibration
1780597863.9861615,1.4778691999963485,1648,0.016357,-0.040039,1.024658,1.305344,2.916031,-1.740458,1.025571,3.63818,176,289,113,176,1,107.527,14,vibration
1780597864.017048,1.5087555999925826,1679,0.033936,-0.0354,1.064453,0.916031,3.450382,-0.778626,1.065582,3.653834,181,296,115,181,0,107.527,1,vibration
1780597864.0481277,1.5398354999924777,1710,0.060059,-0.004639,1.063232,1.374046,9.458015,0.816794,1.064937,9.592143,183,300,117,183,0,107.527,1,vibration
1780597864.0791078,1.5708155000029365,1741,0.023193,-0.041016,1.015625,2.389313,4.21374,-0.992366,1.016717,4.944615,186,305,119,186,1,107.527,14,vibration
1780597864.1084177,1.6001255000010133,1772,0.011475,-0.008545,1.023926,0.824427,-4.328244,0.526718,1.024026,4.437433,191,312,121,191,0,107.527,1,vibration
1780597864.1394596,1.6311673000018345,1802,0.121338,-0.121826,1.389893,-0.70229,5.42748,-0.137405,1.400488,5.474454,193,316,123,193,0,107.527,1,vibration
1780597864.170988,1.6626959999994142,1833,0.053223,-0.024658,1.045654,3.259542,4.534352,-0.992366,1.047298,5.671838,197,322,125,197,0,107.527,6,vibration
1780597864.202646,1.6943536999897333,1865,0.029541,-0.043457,1.093018,0.694656,6.503816,0.572519,1.09428,6.565818,201,328,127,201,0,107.527,0,vibration
1780597864.2344134,1.726121100000455,1896,0.031494,-0.023438,1.027588,1.778626,8.282443,1.763359,1.028338,8.65285,202,331,129,202,1,107.527,18,vibration
1780597864.2646053,1.7563131999922916,1927,0.037354,-0.060059,0.996826,1.59542,-3.022901,-0.381679,0.999332,3.439328,206,337,131,206,1,107.527,3,vibration
1780597864.2957654,1.7874731999909272,1958,0.025146,-0.058594,1.290039,2.587786,1.091603,-3.816794,1.291614,4.738792,209,342,133,209,0,107.527,0,vibration
1780597864.3268712,1.8185789999988629,1989,0.019043,-0.044678,1.044678,1.870229,2.229008,-0.977099,1.045806,3.069358,211,347,136,211,1,107.527,13,vibration
1780597864.3589928,1.8507004999992205,2020,0.015625,-0.051758,1.118164,1.21374,6.129771,2.832061,1.11947,6.8606,217,354,137,217,0,107.527,1,vibration
1780597864.3896663,1.881374099990353,2052,0.025879,-0.014404,1.019043,1.259542,9.145039,2.954198,1.019473,9.692547,218,356,138,218,0,107.527,5,vibration
1780597864.4198084,1.9115160999936052,2083,0.003418,-0.019775,0.996094,2.549618,-2.496183,0.633588,0.996296,3.623937,221,361,140,221,1,107.527,13,vibration
1780597864.4514637,1.9431713999947533,2114,0.048828,-0.007813,1.052978,1.625954,-3.290076,-1.656489,1.054139,4.026448,226,368,142,226,0,107.527,0,vibration
1780597864.4830563,1.974763999998686,2145,0.052734,-0.05127,1.048828,-0.282443,3.78626,-0.671756,1.051404,3.855748,228,372,144,228,0,107.527,0,vibration
1780597864.5137715,2.005479400002514,2176,0.030273,-0.052979,1.097656,3.083969,6.030534,1.534351,1.099351,6.944958,232,378,146,232,0,107.527,5,vibration
1780597864.5457797,2.0374875999987125,2207,0.054688,-0.020264,0.982666,0.839695,11.534351,6.412214,0.984395,13.223572,236,384,148,236,0,107.143,0,vibration
1780597864.5778952,2.069602899995516,2240,0.018311,0.009766,0.992676,1.984733,-6.38168,-0.908397,0.992893,6.744641,238,389,151,238,1,107.143,14,vibration
1780597864.6086047,2.1003123999980744,2271,-0.041748,0.078125,1.151856,6.076336,-1.29771,-5.465648,1.155256,8.275217,243,396,153,243,0,107.143,1,vibration
1780597864.6392019,2.130909599989536,2301,0.053955,-0.015869,1.064697,-0.480916,3.603053,-0.458015,1.066182,3.663748,245,400,155,245,0,107.143,0,vibration
1780597864.6694918,2.1611994999984745,2332,0.037842,-0.061279,1.055908,2.496183,3.687023,-0.885496,1.058362,4.539732,247,405,158,247,1,107.143,14,vibration
1780597864.7011294,2.1928372999973362,2363,0.036133,-0.035889,1.037842,1.801527,8.854961,0.954198,1.03909,9.086601,252,412,160,252,0,107.143,1,vibration
1780597864.7364347,2.2281424999964656,2394,0.007813,-0.033936,1.011963,0.51145,-0.916031,-1.396947,1.012562,1.747041,254,416,162,254,0,107.143,0,vibration
1780597864.7622733,2.2539812000031816,2425,0.039307,-0.03418,1.242188,5.610687,0.564886,-7.030534,1.243279,9.01262,258,422,164,258,0,107.143,6,vibration
1780597864.7928088,2.284516599989729,2456,0.019775,-0.018799,1.068604,0.343511,2.40458,-0.587786,1.068952,2.4991,260,426,166,260,0,107.143,1,vibration
1780597864.8247757,2.3164833999908296,2487,0.016357,-0.02417,1.069092,0.427481,3.671756,-1.641221,1.06949,4.04452,262,430,168,262,0,92.857,0,vibration
1780597864.855995,2.347702799990657,2518,0.054443,-0.046631,1.055908,2.870229,7.816794,-0.832061,1.058339,8.368561,267,436,169,267,0,92.857,6,vibration
1780597864.8852124,2.3769201999966754,2549,0.012939,-0.003174,1.012451,0.580153,2.557252,-0.137405,1.012539,2.625832,271,442,171,271,0,92.857,1,vibration
1780597864.9168162,2.4085240999993403,2579,0.040527,-0.007813,1.038818,2.099237,-3.305344,-2.534351,1.039638,4.664228,273,447,174,273,1,92.857,13,vibration
1780597864.9474478,2.4391554999892833,2610,0.008545,-0.048096,1.072998,2.725191,1.427481,-2.305344,1.074109,3.844344,277,453,176,277,0,92.857,3,vibration
1780597864.9786336,2.4703413999959594,2641,0.023438,-0.006592,1.063232,0.328244,3.839695,-0.328244,1.063511,3.867654,280,458,178,280,0,92.857,1,vibration
1780597865.0100954,2.5018031999934465,2672,0.011963,-0.020752,1.069824,2.152672,3.992366,-1.954198,1.070092,4.938813,282,463,181,282,1,92.857,14,vibration
1780597865.0405605,2.5322683999984292,2703,0.020264,-0.034912,1.03125,1.458015,5.671756,0.900763,1.03204,5.925032,286,468,182,286,0,92.857,6,vibration
