host_epoch_s,host_elapsed_s,time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,pulse_count,edge_count,rise_count,fall_count,state,pulse_rate_hz,last_edge_dt_ms,label
1780595333.3394861,0.01212630000372883,248,-0.016846,0.007813,1.070801,2.122137,-0.251908,-2.557252,1.070962,3.332636,24,40,16,24,1,0.0,14,load
1780595333.3697927,0.04243290000886191,278,0.02124,-0.008789,1.061523,1.961832,1.763359,-0.816794,1.061772,2.761408,28,45,17,28,0,100.719,6,load
1780595333.4000316,0.07267160000628792,309,0.008057,-0.018555,1.078369,1.534351,2.801527,-0.587786,1.078559,3.247811,30,49,19,30,0,100.719,1,load
1780595333.4334006,0.10604080000484828,340,0.044434,-0.022461,1.046143,2.450382,1.40458,-2.015267,1.047327,3.469657,32,54,22,32,1,100.719,14,load
1780595333.4634542,0.1360943000036059,371,0.055908,0.013184,1.065918,1.961832,3.931298,-0.175573,1.067465,4.397126,36,59,23,36,0,100.719,6,load
1780595333.493691,0.16633100000035483,402,0.033936,-0.028809,1.048828,1.969466,2.152672,-1.763359,1.049772,3.409138,40,65,25,40,0,100.719,0,load
1780595333.5243444,0.19698459999926854,433,0.031738,-0.031738,1.055176,1.931298,4.366412,-0.419847,1.05613,4.792884,42,69,27,42,0,100.719,0,load
1780595333.555451,0.22809089999645948,463,0.000488,-0.07666,1.022705,1.442748,3.992366,-0.038168,1.025574,4.245229,43,71,28,43,0,100.719,4,load
1780595333.584774,0.2574141000077361,494,0.010254,-0.009521,1.04541,2.29771,1.671756,-2.381679,1.045504,3.707645,44,74,30,44,1,100.719,21,load
1780595333.6165226,0.2891626000055112,525,0.10791,-0.001465,1.05957,1.08397,5.656488,-0.465649,1.065052,5.778208,45,76,31,45,1,100.719,18,load
1780595333.6513379,0.32397800000035204,556,0.016846,-0.036865,1.020996,2.717557,1.900763,-1.770992,1.0218,3.759579,47,79,32,47,0,68.345,7,load
1780595333.6798594,0.3524994000035804,588,0.062012,-0.090088,1.054443,0.778626,3.732824,0.435114,1.0601,3.837911,48,81,33,48,0,68.345,7,load
1780595333.7117393,0.3843793999985792,619,0.010986,-0.03833,1.056396,0.51145,2.816794,0.053435,1.057149,2.863348,49,83,34,49,0,68.345,7,load
1780595333.7415426,0.41418269999849144,650,-0.000977,-0.003906,1.079346,2.541985,1.824428,-3.328244,1.079353,4.568088,50,85,35,50,0,68.345,7,load
1780595333.773348,0.4459882000082871,681,0.081055,-0.018555,1.061279,2.564885,4.519084,-2.236641,1.064532,5.657148,51,87,36,51,0,68.345,7,load
1780595333.8042893,0.4769293999997899,712,0.069092,-0.027588,1.078857,1.885496,3.89313,-2.198473,1.08142,4.852302,52,89,37,52,0,68.345,7,load
1780595333.8350692,0.5077092999999877,743,0.028809,-0.052246,1.041748,1.030534,3.198473,-0.374046,1.043455,3.381145,53,91,38,53,0,68.345,7,load
1780595333.8656745,0.5383146999956807,774,0.050049,0.020752,1.079102,-0.198473,2.442748,0.274809,1.080461,2.466157,54,93,39,54,0,68.345,7,load
1780595333.8971834,0.569823500001803,805,-0.001465,0.043701,1.037354,-0.244275,3.259542,-0.549618,1.038275,3.314568,55,95,40,55,0,68.345,8,load
1780595333.92787,0.6005101000046125,836,0.031006,0.076172,1.062988,2.656489,3.274809,-2.007634,1.066165,4.670322,56,97,41,56,0,32.143,8,load
1780595333.9602787,0.6329188000090653,868,0.009766,-0.095703,1.083008,1.183206,4.038168,-0.717557,1.087272,4.268684,57,99,42,57,0,32.143,8,load
1780595333.991677,0.6643172000040067,899,0.08374,-0.047607,1.013672,2.053435,3.862595,1.59542,1.018238,4.65635,57,100,43,57,1,32.143,30,load
1780595334.023143,0.6957831000036094,930,0.025635,-0.038086,1.058838,1.450382,2.656489,1.503817,1.059833,3.379646,58,101,43,58,0,32.143,14,load
1780595334.0538752,0.7265152000036323,961,0.021729,-0.160156,1.000977,-0.832061,1.358779,-0.374046,1.013941,1.636617,59,103,44,59,0,32.143,6,load
1780595334.0840788,0.7567188999964856,992,0.064941,0.050537,1.043945,4.122138,3.396947,-1.21374,1.047183,5.47763,60,105,45,60,0,32.143,10,load
1780595334.1146886,0.7873286999965785,1023,0.003418,-0.13501,1.048828,1.648855,1.076336,0.732824,1.057488,2.101012,60,105,45,60,0,32.143,10,load
1780595334.147158,0.8197978999960469,1054,0.061035,-0.147705,1.074463,0.015267,3.022901,1.007634,1.086284,3.186454,61,107,46,61,0,32.143,1,load
1780595334.178698,0.8513381000084337,1086,0.114746,-0.156982,1.055664,1.022901,6.160306,-0.946565,1.073423,6.315986,62,109,47,62,0,24.0,9,load
1780595334.2078493,0.8804893000051379,1117,-0.054199,-0.17334,0.984619,2.145038,4.687022,-3.0,1.001229,5.964006,63,111,48,63,0,24.0,9,load
1780595334.2394686,0.9121086000086507,1147,-0.018066,-0.124023,1.041016,3.549618,-0.679389,-2.625954,1.048533,4.467325,64,113,49,64,0,24.0,9,load
1780595334.2700512,0.9426913000061177,1178,0.02417,0.046875,1.103272,1.564886,3.801527,-1.167939,1.104531,4.273705,64,114,50,64,1,24.0,26,load
1780595334.300022,0.9726620000001276,1209,0.121582,-0.001953,1.032227,2.328244,1.099237,-1.984733,1.039364,3.250878,65,116,51,65,1,24.0,19,load
1780595334.33021,1.0028500000044005,1240,-0.00415,-0.077881,1.012695,0.519084,3.473282,3.0,1.015694,4.618781,66,117,51,66,0,24.0,12,load
1780595334.3626027,1.0352427000034368,1270,0.033936,-0.150635,1.003174,1.061069,3.755725,1.80916,1.014988,4.301674,67,119,52,67,0,24.0,2,load
1780595334.3935304,1.0661704000085592,1301,0.087402,0.016846,1.086426,2.618321,4.603054,-3.251908,1.090066,6.214388,68,121,53,68,0,24.0,8,load
1780595334.4243746,1.0970146000036038,1332,-0.037598,-0.101562,1.075439,2.48855,3.458015,-3.679389,1.080879,5.629268,69,123,54,69,0,24.0,10,load
1780595334.4561253,1.1287654000043403,1363,0.081055,-0.093262,0.874268,1.061069,3.832061,1.854962,0.882956,4.387646,69,124,55,69,1,25.271,35,load
1780595334.487199,1.1598391000006814,1395,0.099609,-0.054199,0.977539,5.625954,6.938932,-3.030534,0.984095,9.433146,70,125,55,70,0,25.271,10,load
1780595334.52143,1.1940701999992598,1426,0.125732,-0.101807,1.040039,-1.908397,-3.618321,-0.885496,1.052547,4.18549,71,127,56,71,0,25.271,11,load
1780595334.549455,1.2220949000038672,1457,0.017822,-0.04248,1.123047,2.648855,5.198474,1.954198,1.123991,6.153003,71,127,56,71,0,25.271,11,load
1780595334.5796285,1.2522685000003548,1488,0.116455,-0.056641,1.088867,3.450382,7.221374,-1.458015,1.096541,8.135059,72,129,57,72,0,25.271,3,load
1780595334.6109848,1.2836249999963911,1519,-0.151855,-0.199219,1.23999,-1.908397,-1.458015,-1.80916,1.265039,3.006801,73,131,58,73,0,25.271,10,load
1780595334.6406672,1.3133072000055108,1550,0.298584,-0.130127,1.151367,-6.27481,2.19084,2.183206,1.19655,6.99567,73,132,59,73,1,25.271,33,load
1780595334.6705348,1.3431750000017928,1579,-0.03418,-0.134766,1.029053,1.534351,2.183206,-0.793893,1.038402,2.784042,74,133,59,74,0,25.271,11,load
