host_epoch_s,host_elapsed_s,time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,pulse_count,edge_count,rise_count,fall_count,state,pulse_rate_hz,last_edge_dt_ms,label,thermal_session_id,thermal_label,thermal_width,thermal_height,thermal_frame_index,thermal_capture_latency_s,thermal_temp_min_c,thermal_temp_mean_c,thermal_temp_p95_c,thermal_temp_max_c,thermal_temp_center_c,thermal_nearest_frame_dt_s,alignment_mode
1780600867.4102519,0.004723199992440641,157,0.044922,-0.037109,1.065918,0.916031,2.473282,-0.992366,1.067509,2.817983,7,14,7,7,0,0.0,5,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.0,0.14706740000110585,42.110015869140625,43.21278762817383,43.600006103515625,44.300018310546875,43.490020751953125,0.14402190000691917,shared_host_elapsed_s_interpolation
1780600867.4410598,0.0355314000044018,188,0.057861,-0.007324,1.055176,2.900763,3.076336,-0.412214,1.056786,4.248316,11,19,8,11,1,0.0,17,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.0,0.14706740000110585,42.110015869140625,43.21278762817383,43.600006103515625,44.300018310546875,43.490020751953125,0.113213699994958,shared_host_elapsed_s_interpolation
1780600867.4707813,0.06525280000641942,218,0.028564,-0.00415,1.054688,1.625954,2.358779,-0.519084,1.055082,2.911531,13,22,9,13,0,0.0,5,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.0,0.14706740000110585,42.110015869140625,43.21278762817383,43.600006103515625,44.300018310546875,43.490020751953125,0.08349229999294039,shared_host_elapsed_s_interpolation
1780600867.5020185,0.0964897999947425,248,0.026367,-0.034668,1.061035,0.70229,2.916031,-0.938931,1.061929,3.142935,14,24,10,14,0,0.0,5,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.0,0.14706740000110585,42.110015869140625,43.21278762817383,43.600006103515625,44.300018310546875,43.490020751953125,0.05225530000461731,shared_host_elapsed_s_interpolation
1780600867.5329742,0.1274457999970764,279,0.044189,-0.020264,1.051514,3.633588,3.343511,-0.152672,1.052637,4.940176,16,27,11,16,1,57.348,18,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.0,0.14706740000110585,42.110015869140625,43.21278762817383,43.600006103515625,44.300018310546875,43.490020751953125,0.021299300002283417,shared_host_elapsed_s_interpolation
1780600867.5639675,0.15843900000618305,310,0.057129,0.017578,1.070801,2.022901,2.824427,-0.122137,1.072468,3.476267,18,30,12,18,0,57.348,5,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.008462767851906108,0.14830371221626085,42.110015869140625,43.212898616775036,43.600090813838364,44.29934114449134,43.489851331307655,0.009693900006823242,shared_host_elapsed_s_interpolation
1780600867.6047497,0.19922110000334214,341,0.01416,-0.020996,1.060059,0.114504,2.053435,-2.236641,1.060361,3.038465,21,34,13,21,0,57.348,5,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.0440655123145323,0.1535048601908295,42.110015869140625,43.213365544247964,43.60044718896604,44.296492316488994,43.489138581052295,0.050476000003982335,shared_host_elapsed_s_interpolation
1780600867.6263595,0.22083099999872502,372,0.054199,-0.034424,1.043945,3.961832,3.122137,-0.274809,1.045918,5.05167,24,38,14,24,0,57.348,5,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.0629309397312695,0.15626088029767654,42.110015869140625,43.21361296299284,43.600636027472895,44.29498275988845,43.488760904038585,0.07208589999936521,shared_host_elapsed_s_interpolation
1780600867.6586008,0.25307219999376684,404,0.041504,0.025391,1.024414,0.076336,2.740458,-0.633588,1.025569,2.813782,25,40,15,25,0,57.348,5,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.09107748453087179,0.16037276399330666,42.110015869140625,43.21398210293509,43.6009177677895,44.29273055528443,43.48819742340539,0.10432709999440704,shared_host_elapsed_s_interpolation
1780600867.6893272,0.2837987999955658,435,0.052002,-0.045898,1.052002,1.89313,2.236641,-0.374046,1.054286,2.95405,26,43,17,26,1,57.348,18,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.11790178460726762,0.1642914830728997,42.110015869140625,43.214333901731415,43.60118627274631,44.29058415285522,43.487660413491746,0.13505369999620598,shared_host_elapsed_s_interpolation
1780600867.7195294,0.3140008000045782,466,0.012207,-0.020996,1.059814,3.030534,3.251908,-0.19084,1.060093,4.449209,29,48,19,29,0,57.348,5,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.14426810926087807,0.16814329725573335,42.110015869140625,43.21467969421249,43.60145019347649,44.28847439628656,43.4871325720314,0.1652557000052184,shared_host_elapsed_s_interpolation
1780600867.7505903,0.34506180000607856,497,0.034424,0.005127,1.039062,-0.412214,3.022901,-1.129771,1.039645,3.253342,31,52,21,31,0,57.348,5,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.17138434030057645,0.1721046640626691,42.110015869140625,43.215035321662725,43.60172162059383,44.28630463439123,43.48658971779672,0.19631670000671875,shared_host_elapsed_s_interpolation
1780600867.7817917,0.37626319999981206,528,0.028076,-0.079834,1.045898,1.78626,3.305344,-0.152672,1.049316,3.76023,32,55,23,32,1,57.348,18,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.19862314043422488,0.1760839367924309,42.110015869140625,43.21539255659795,43.60199427459907,44.2841250648737,43.48604440978623,0.22751810000045225,shared_host_elapsed_s_interpolation
1780600867.813865,0.40833639999618754,559,0.018555,-0.014648,1.060059,2.007634,2.801527,0.267176,1.060322,3.456954,34,58,24,34,0,64.286,5,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.22662302135377546,0.18017439459648477,42.110015869140625,43.2157597730538,43.602274546844605,44.281884595886545,43.485483865295166,0.25959129999682773,shared_host_elapsed_s_interpolation
1780600867.8438416,0.43831300000601914,590,0.01123,-0.02002,1.046631,-0.389313,1.961832,-0.977099,1.046882,2.225999,35,60,25,35,0,64.286,5,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.2527925719674696,0.18399746237466322,42.110015869140625,43.21610298485727,43.60253649791276,44.27979058460392,43.48495996315886,0.28956790000665933,shared_host_elapsed_s_interpolation
1780600867.8760228,0.4704942999960622,621,0.042969,-0.059326,1.052002,1.900763,2.854962,1.51145,1.054549,3.748092,37,65,28,37,1,64.286,3,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.28088682410506016,0.18810170671896767,42.110015869140625,43.21647143898496,43.60281771479207,44.277542564306536,43.48439752940024,0.3217491999967024,shared_host_elapsed_s_interpolation
1780600867.9054399,0.499911399994744,652,0.065674,-0.03125,1.065186,2.419847,2.343511,1.687023,1.067666,3.76746,40,70,30,40,0,64.286,5,stall_risk,stall_risk4,stall_risk,160.0,120.0,0.3065679316046138,0.19185341862410465,42.110015869140625,43.216808244891574,43.60307477665913,44.27548763682046,43.48388340566612,0.3511662999953842,shared_host_elapsed_s_interpolation
