target,window_size_s,feature_set,model,split_type,n_windows,n_features,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,mcc,normal_recall,anomaly_recall,f1_anomaly,folds,fold_mcc_mean,fold_mcc_std
binary,2.0,motion_only,dummy_most_frequent,random_window_leakage_diagnostic,3890,106,0.7276464542651593,0.5,0.36382322713257964,0.5,0.4211778703152885,0.0,0.0,1.0,0.842355740630577,1,0.0,0.0
binary,2.0,motion_only,extra_trees,random_window_leakage_diagnostic,3890,106,0.9897225077081192,0.9929378531073446,0.9818181818181818,0.9929378531073446,0.9871845529740266,0.9746926082279249,1.0,0.9858757062146892,0.9928876244665719,1,0.9746926082279249,0.0
binary,2.0,motion_only,hist_gradient_boosting,random_window_leakage_diagnostic,3890,106,0.9907502569373073,0.9924634900330456,0.9845808508852899,0.9924634900330456,0.9884263572960735,0.977012542458187,0.9962264150943396,0.9887005649717514,0.99361249112846,1,0.977012542458187,0.0
binary,2.0,motion_only,knn,random_window_leakage_diagnostic,3890,106,0.9630010277492291,0.9745762711864407,0.9401993355481728,0.9745762711864407,0.9551544015977877,0.9141294421321318,1.0,0.9491525423728814,0.9739130434782609,1,0.9141294421321318,0.0
binary,2.0,motion_only,logistic_regression,random_window_leakage_diagnostic,3890,106,0.9578622816032888,0.9686840422129837,0.9339401506104361,0.9686840422129837,0.9489789523630471,0.9019552624528784,0.9924528301886792,0.9449152542372882,0.9702683103698332,1,0.9019552624528784,0.0
binary,2.0,motion_only,random_forest,random_window_leakage_diagnostic,3890,106,0.986639260020555,0.9896386312759834,0.9775435094504398,0.9896386312759834,0.9833588780497431,0.9671065098365184,0.9962264150943396,0.9830508474576272,0.9907473309608541,1,0.9671065098365184,0.0
binary,2.0,motion_only,svm_rbf,random_window_leakage_diagnostic,3890,106,0.9701952723535457,0.9795197740112994,0.9506802721088435,0.9795197740112994,0.963606605161911,0.9297528751942283,1.0,0.9590395480225988,0.9790915645277577,1,0.9297528751942283,0.0
binary,2.0,motion_pulse,dummy_most_frequent,random_window_leakage_diagnostic,3890,144,0.7276464542651593,0.5,0.36382322713257964,0.5,0.4211778703152885,0.0,0.0,1.0,0.842355740630577,1,0.0,0.0
binary,2.0,motion_pulse,extra_trees,random_window_leakage_diagnostic,3890,144,0.9907502569373073,0.9924634900330456,0.9845808508852899,0.9924634900330456,0.9884263572960735,0.977012542458187,0.9962264150943396,0.9887005649717514,0.99361249112846,1,0.977012542458187,0.0
binary,2.0,motion_pulse,hist_gradient_boosting,random_window_leakage_diagnostic,3890,144,0.9897225077081192,0.99175727534378,0.9828021978021978,0.99175727534378,0.9871551833389659,0.9745183288603607,0.9962264150943396,0.9872881355932204,0.9928977272727273,1,0.9745183288603607,0.0
binary,2.0,motion_pulse,knn,random_window_leakage_diagnostic,3890,144,0.9630010277492291,0.973395693422876,0.9407297321437432,0.973395693422876,0.9550605043569296,0.9135415856112205,0.9962264150943396,0.9505649717514124,0.9739507959479016,1,0.9135415856112205,0.0
binary,2.0,motion_pulse,logistic_regression,random_window_leakage_diagnostic,3890,144,0.9681397738951696,0.9769267668692037,0.9482432148116979,0.9769267668692037,0.9610967158627325,0.9247252288354655,0.9962264150943396,0.9576271186440678,0.9776496034607065,1,0.9247252288354655,0.0
binary,2.0,motion_pulse,random_forest,random_window_leakage_diagnostic,3890,144,0.987667009249743,0.9903448459652489,0.9792836676217764,0.9903448459652489,0.984621463568832,0.969565420533673,0.9962264150943396,0.9844632768361582,0.9914651493598862,1,0.969565420533673,0.0
binary,2.0,motion_pulse,svm_rbf,random_window_leakage_diagnostic,3890,144,0.9681397738951696,0.9769267668692037,0.9482432148116979,0.9769267668692037,0.9610967158627325,0.9247252288354655,0.9962264150943396,0.9576271186440678,0.9776496034607065,1,0.9247252288354655,0.0
binary,2.0,motion_pulse_thermal,dummy_most_frequent,random_window_leakage_diagnostic,3890,209,0.7276464542651593,0.5,0.36382322713257964,0.5,0.4211778703152885,0.0,0.0,1.0,0.842355740630577,1,0.0,0.0
binary,2.0,motion_pulse_thermal,extra_trees,random_window_leakage_diagnostic,3890,209,0.9969167523124358,0.9978813559322034,0.9944029850746269,0.9978813559322034,0.9961241699629146,0.9922782444171275,1.0,0.9957627118644068,0.9978768577494692,1,0.9922782444171275,0.0
binary,2.0,motion_pulse_thermal,hist_gradient_boosting,random_window_leakage_diagnostic,3890,209,0.9907502569373073,0.9924634900330456,0.9845808508852899,0.9924634900330456,0.9884263572960735,0.977012542458187,0.9962264150943396,0.9887005649717514,0.99361249112846,1,0.977012542458187,0.0
binary,2.0,motion_pulse_thermal,knn,random_window_leakage_diagnostic,3890,209,0.9660842754367934,0.9731531819635433,0.9464274938144952,0.9731531819635433,0.9584979700726275,0.9191922306336981,0.9886792452830189,0.9576271186440678,0.9762419006479481,1,0.9191922306336981,0.0
binary,2.0,motion_pulse_thermal,logistic_regression,random_window_leakage_diagnostic,3890,209,0.9784172661870504,0.9839889137618592,0.9640630429894315,0.9839889137618592,0.9733582109985879,0.9478425356428732,0.9962264150943396,0.9717514124293786,0.9849677881173944,1,0.9478425356428732,0.0
binary,2.0,motion_pulse_thermal,random_forest,random_window_leakage_diagnostic,3890,209,0.986639260020555,0.9896386312759834,0.9775435094504398,0.9896386312759834,0.9833588780497431,0.9671065098365184,0.9962264150943396,0.9830508474576272,0.9907473309608541,1,0.9671065098365184,0.0
binary,2.0,motion_pulse_thermal,svm_rbf,random_window_leakage_diagnostic,3890,209,0.9784172661870504,0.9839889137618592,0.9640630429894315,0.9839889137618592,0.9733582109985879,0.9478425356428732,0.9962264150943396,0.9717514124293786,0.9849677881173944,1,0.9478425356428732,0.0
binary,2.0,pulse_only,dummy_most_frequent,random_window_leakage_diagnostic,3890,38,0.7276464542651593,0.5,0.36382322713257964,0.5,0.4211778703152885,0.0,0.0,1.0,0.842355740630577,1,0.0,0.0
binary,2.0,pulse_only,extra_trees,random_window_leakage_diagnostic,3890,38,0.8653648509763617,0.8342900543652063,0.8289392254762105,0.8342900543652063,0.8315392006428479,0.6632076946697504,0.7660377358490567,0.902542372881356,0.9070262597586941,1,0.6632076946697504,0.0
binary,2.0,pulse_only,hist_gradient_boosting,random_window_leakage_diagnostic,3890,38,0.8725590955806783,0.8534004903528409,0.8354226107367612,0.8534004903528409,0.8435464127142205,0.6885884550580309,0.8113207547169812,0.8954802259887006,0.9109195402298851,1,0.6885884550580309,0.0
