host_epoch_s,host_elapsed_s,time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,pulse_count,edge_count,rise_count,fall_count,state,pulse_rate_hz,last_edge_dt_ms,label,thermal_session_id,thermal_label,thermal_width,thermal_height,thermal_frame_index,thermal_capture_latency_s,thermal_temp_min_c,thermal_temp_mean_c,thermal_temp_p95_c,thermal_temp_max_c,thermal_temp_center_c,thermal_nearest_frame_dt_s,alignment_mode
1780598338.049916,0.017340999998850748,282405,0.054688,-0.002686,1.052246,1.221374,2.519084,-0.328244,1.05367,2.818738,6763,11257,4493,6763,0,104.693,1,load,load5,load,160.0,120.0,0.0,0.17470000000321306,42.540008544921875,43.47627639770508,43.8699951171875,44.589996337890625,43.740020751953125,0.158842500008177,shared_host_elapsed_s_interpolation
1780598338.0834703,0.05089510000834707,282436,0.032959,-0.050781,1.049072,0.816794,2.21374,-1.007634,1.050818,2.56576,6764,11259,4494,6764,0,104.693,5,load,load5,load,160.0,120.0,0.0,0.17470000000321306,42.540008544921875,43.47627639770508,43.8699951171875,44.589996337890625,43.740020751953125,0.1252883999986807,shared_host_elapsed_s_interpolation
1780598338.1125867,0.08001150000200141,282467,0.064453,-0.015137,1.053955,3.015267,3.236641,-0.358779,1.056032,4.438063,6767,11264,4496,6767,1,104.693,14,load,load5,load,160.0,120.0,0.0,0.17470000000321306,42.540008544921875,43.47627639770508,43.8699951171875,44.589996337890625,43.740020751953125,0.09617200000502635,shared_host_elapsed_s_interpolation
1780598338.1446733,0.1120980999985477,282498,0.046143,-0.022217,1.045654,0.374046,2.175573,-1.335878,1.046908,2.580232,6772,11271,4498,6772,0,111.111,0,load,load5,load,160.0,120.0,0.0,0.17470000000321306,42.540008544921875,43.47627639770508,43.8699951171875,44.589996337890625,43.740020751953125,0.06408540000848006,shared_host_elapsed_s_interpolation
1780598338.1751244,0.1425491999980295,282529,0.026855,-0.025635,1.047607,2.458015,2.610687,-0.656489,1.048265,3.64534,6774,11276,4501,6774,1,111.111,14,load,load5,load,160.0,120.0,0.0,0.17470000000321306,42.540008544921875,43.47627639770508,43.8699951171875,44.589996337890625,43.740020751953125,0.03363430000899825,shared_host_elapsed_s_interpolation
1780598338.2076957,0.17512070000520907,282561,0.028564,-0.015625,1.045166,1.541985,1.877863,-0.633588,1.045673,2.511079,6779,11283,4503,6779,0,111.111,0,load,load5,load,160.0,120.0,0.0,0.17470000000321306,42.540008544921875,43.47627639770508,43.8699951171875,44.589996337890625,43.740020751953125,0.0010628000018186867,shared_host_elapsed_s_interpolation
1780598338.237764,0.20518869999796152,282592,0.053711,-0.010742,1.074463,0.625954,2.763359,-0.916031,1.075858,2.977765,6781,11287,4505,6781,0,111.111,1,load,load5,load,160.0,120.0,0.026031300878639908,0.17770649811370462,42.53271981245235,43.47100537306999,43.866090580938156,44.58765361614102,43.7371568957621,0.02900519999093376,shared_host_elapsed_s_interpolation
1780598338.2683055,0.23573030000261497,282623,0.059814,-0.052734,1.042969,2.89313,3.541985,-0.48855,1.046013,4.599406,6784,11292,4507,6784,1,111.111,14,load,load5,load,160.0,120.0,0.05344147489173794,0.18087224986628972,42.52504499718837,43.465455143246736,43.861979222134615,44.58518680085889,43.73414134164475,0.05954679999558721,shared_host_elapsed_s_interpolation
1780598338.2994096,0.2668344999983674,282654,0.030762,-0.012451,1.04834,0.732824,2.061069,-0.78626,1.048865,2.324487,6789,11299,4509,6789,0,111.111,1,load,load5,load,160.0,120.0,0.08135656559726338,0.18409631722472242,42.51722880586686,43.45980267387974,43.85779212890898,44.58267454492351,43.73107023867865,0.09065099999133963,shared_host_elapsed_s_interpolation
1780598338.3304887,0.29791360000672285,282685,0.032227,-0.035645,1.060059,1.854962,2.328244,-0.969466,1.061147,3.13073,6791,11303,4511,6791,0,111.111,0,load,load5,load,160.0,120.0,0.1092491298136012,0.18731778287502324,42.509418921934824,43.45415476585527,43.85360841451923,44.58016431628966,43.72800161398383,0.12173009999969508,shared_host_elapsed_s_interpolation
1780598338.36182,0.3292449000000488,282717,0.052246,-0.028809,1.048584,1.885496,2.625954,-0.946565,1.05028,3.368489,6795,11310,4514,6795,1,111.111,3,load,load5,load,160.0,120.0,0.1373680359856024,0.1905653900026632,42.5015456625315,43.448461026313204,43.849390750217616,44.57763371770869,43.72490808808203,0.15306139999302104,shared_host_elapsed_s_interpolation
1780598338.3917935,0.35921830000006594,282747,0.04834,-0.006104,1.059082,0.618321,3.267176,-0.916031,1.060202,3.449039,6798,11315,4516,6798,0,111.111,0,load,load5,load,160.0,120.0,0.16426826746134315,0.19367224568692765,42.494013630555486,43.44301405370668,43.84535587968224,44.575212795387465,43.72194863573614,0.18303479999303818,shared_host_elapsed_s_interpolation
1780598338.424164,0.39158900000620633,282778,0.025879,-0.061523,1.049316,2.061069,2.839695,-0.244275,1.051437,3.51732,6800,11320,4519,6800,1,100.0,13,load,load5,load,160.0,120.0,0.19332000410771763,0.19702759053661567,42.485879179758044,43.437131427238306,43.84099829650301,44.57259824547993,43.71875248367895,0.21540549999917857,shared_host_elapsed_s_interpolation
1780598338.4544356,0.4218604000052437,282809,0.033936,-0.005371,1.058838,1.580153,2.358779,-0.610687,1.059395,2.904076,6805,11327,4521,6805,0,100.0,1,load,load5,load,160.0,120.0,0.22048768168411464,0.20016533504199704,42.478272263200324,43.431630300020316,43.836923310684895,44.57015325398906,43.715763608017845,0.24567689999821596,shared_host_elapsed_s_interpolation
1780598338.485115,0.45253999999840744,282840,0.001221,-0.04541,1.029297,0.671756,2.610687,-1.076336,1.030299,2.902661,6807,11331,4523,6807,0,100.0,0,load,load5,load,160.0,120.0,0.2480217065661356,0.20334539101261317,42.47056276984423,43.426054991889046,43.83279337500694,44.56767529258229,43.71273442833951,0.2763564999913797,shared_host_elapsed_s_interpolation
1780598338.5148692,0.48229410000203643,282871,0.057617,-0.008057,1.053467,3.29771,3.541985,-0.366412,1.055072,4.853329,6811,11337,4525,6811,0,100.0,6,load,load5,load,160.0,120.0,0.2747251228435516,0.20642951542714053,42.4630858458835,43.42064787198769,43.82878802555005,44.56527208290815,43.70979662878872,0.30611059999500867,shared_host_elapsed_s_interpolation
