host_epoch_s,host_elapsed_s,time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,pulse_count,edge_count,rise_count,fall_count,state,pulse_rate_hz,last_edge_dt_ms,label
1780598338.049916,0.017340999998850748,282405,0.054688,-0.002686,1.052246,1.221374,2.519084,-0.328244,1.05367,2.818738,6763,11257,4493,6763,0,104.693,1,load
1780598338.0834703,0.05089510000834707,282436,0.032959,-0.050781,1.049072,0.816794,2.21374,-1.007634,1.050818,2.56576,6764,11259,4494,6764,0,104.693,5,load
1780598338.1125867,0.08001150000200141,282467,0.064453,-0.015137,1.053955,3.015267,3.236641,-0.358779,1.056032,4.438063,6767,11264,4496,6767,1,104.693,14,load
1780598338.1446733,0.1120980999985477,282498,0.046143,-0.022217,1.045654,0.374046,2.175573,-1.335878,1.046908,2.580232,6772,11271,4498,6772,0,111.111,0,load
1780598338.1751244,0.1425491999980295,282529,0.026855,-0.025635,1.047607,2.458015,2.610687,-0.656489,1.048265,3.64534,6774,11276,4501,6774,1,111.111,14,load
1780598338.2076957,0.17512070000520907,282561,0.028564,-0.015625,1.045166,1.541985,1.877863,-0.633588,1.045673,2.511079,6779,11283,4503,6779,0,111.111,0,load
1780598338.237764,0.20518869999796152,282592,0.053711,-0.010742,1.074463,0.625954,2.763359,-0.916031,1.075858,2.977765,6781,11287,4505,6781,0,111.111,1,load
1780598338.2683055,0.23573030000261497,282623,0.059814,-0.052734,1.042969,2.89313,3.541985,-0.48855,1.046013,4.599406,6784,11292,4507,6784,1,111.111,14,load
1780598338.2994096,0.2668344999983674,282654,0.030762,-0.012451,1.04834,0.732824,2.061069,-0.78626,1.048865,2.324487,6789,11299,4509,6789,0,111.111,1,load
1780598338.3304887,0.29791360000672285,282685,0.032227,-0.035645,1.060059,1.854962,2.328244,-0.969466,1.061147,3.13073,6791,11303,4511,6791,0,111.111,0,load
1780598338.36182,0.3292449000000488,282717,0.052246,-0.028809,1.048584,1.885496,2.625954,-0.946565,1.05028,3.368489,6795,11310,4514,6795,1,111.111,3,load
1780598338.3917935,0.35921830000006594,282747,0.04834,-0.006104,1.059082,0.618321,3.267176,-0.916031,1.060202,3.449039,6798,11315,4516,6798,0,111.111,0,load
1780598338.424164,0.39158900000620633,282778,0.025879,-0.061523,1.049316,2.061069,2.839695,-0.244275,1.051437,3.51732,6800,11320,4519,6800,1,100.0,13,load
1780598338.4544356,0.4218604000052437,282809,0.033936,-0.005371,1.058838,1.580153,2.358779,-0.610687,1.059395,2.904076,6805,11327,4521,6805,0,100.0,1,load
1780598338.485115,0.45253999999840744,282840,0.001221,-0.04541,1.029297,0.671756,2.610687,-1.076336,1.030299,2.902661,6807,11331,4523,6807,0,100.0,0,load
1780598338.5148692,0.48229410000203643,282871,0.057617,-0.008057,1.053467,3.29771,3.541985,-0.366412,1.055072,4.853329,6811,11337,4525,6811,0,100.0,6,load
1780598338.5473628,0.5147875999973621,282901,0.029785,-0.023682,1.053467,0.244275,2.541985,-1.08397,1.054154,2.774229,6815,11343,4527,6815,0,100.0,0,load
1780598338.575897,0.543321899996954,282932,0.021729,-0.042969,1.053467,1.70229,2.305344,-0.900763,1.054566,3.00396,6817,11347,4529,6817,0,100.0,1,load
1780598338.608113,0.5755380000045989,282962,0.041016,-0.032959,1.054199,2.389313,3.366412,-0.351145,1.055512,4.143048,6821,11353,4531,6821,0,100.0,5,load
1780598338.6394517,0.6068765000090934,282994,0.044922,-0.016602,1.055908,0.877863,3.312977,-0.725191,1.056994,3.503193,6825,11359,4533,6825,0,100.0,0,load
1780598338.670003,0.6374279000010574,283025,0.009521,-0.059814,1.043457,1.946565,2.641221,-0.358779,1.045213,3.300589,6827,11364,4536,6827,1,100.0,14,load
1780598338.7006786,0.6681034000066575,283056,0.031982,-0.013916,1.050781,1.732824,2.48855,-0.450382,1.05136,3.065682,6832,11371,4538,6832,0,115.108,0,load
1780598338.7325625,0.6999875000037719,283087,0.040283,-0.071045,1.043213,0.984733,2.78626,-0.557252,1.046405,3.007236,6834,11375,4540,6834,0,115.108,1,load
1780598338.7628028,0.7302277999988291,283118,0.068848,-0.003662,1.053467,3.099237,4.114504,-0.40458,1.05572,5.16702,6837,11379,4541,6837,0,115.108,5,load
1780598338.7940478,0.7614726000028895,283148,0.035156,-0.021973,1.047607,-0.259542,3.251908,-0.80916,1.048427,3.361102,6841,11385,4543,6841,0,115.108,0,load
1780598338.8255968,0.7930216000095243,283179,0.048584,-0.040039,1.049072,2.717557,2.603053,-0.923664,1.05096,3.874811,6842,11387,4544,6842,0,115.108,4,load
1780598338.8563735,0.8237985000014305,283211,0.0,-0.027344,1.046875,1.778626,1.992366,-0.687023,1.047232,2.757723,6847,11395,4547,6847,0,115.108,1,load
1780598338.8869967,0.8544215000001714,283241,0.061279,-0.016602,1.068604,1.053435,2.557252,-0.984733,1.070488,2.935807,6849,11399,4549,6849,0,115.108,0,load
1780598338.9182923,0.8857170999981463,283272,0.026123,-0.049072,1.050537,2.664122,2.801527,-0.557252,1.052007,3.905974,6851,11404,4552,6851,1,115.108,14,load
1780598338.9485233,0.9159481000097003,283303,0.009033,-0.000244,1.060303,1.816794,2.916031,-0.351145,1.060341,3.453589,6856,11411,4554,6856,0,115.108,0,load
1780598338.9789495,0.9463743000087561,283333,0.031006,-0.03418,1.059814,0.671756,2.587786,-1.19084,1.060819,2.926772,6858,11415,4556,6858,0,93.863,1,load
1780598339.0111523,0.9785771000024397,283365,0.063477,-0.013428,1.050293,2.885496,4.396946,-0.328244,1.052295,5.269438,6861,11419,4557,6861,0,93.863,5,load
1780598339.0412788,1.0087038000056054,283397,0.048096,0.000732,1.0625,0.496183,3.633588,-0.748092,1.063588,3.742833,6865,11425,4559,6865,0,93.863,0,load
1780598339.0735593,1.040984200008097,283427,0.057861,-0.027344,1.062012,2.740458,2.923664,-1.038168,1.063938,4.13953,6867,11430,4562,6867,1,93.863,14,load
1780598339.103681,1.0711060000030557,283458,0.039062,-0.038818,1.046875,1.503817,2.381679,-0.89313,1.048322,2.954918,6872,11437,4564,6872,0,93.863,1,load
1780598339.1349356,1.1023606000089785,283489,0.036133,-0.012695,1.060791,0.931298,3.229008,-0.732824,1.061482,3.439598,6874,11441,4566,6874,0,93.863,0,load
1780598339.1672413,1.1346660999988671,283520,0.038574,-0.042969,1.045654,1.824428,2.870229,-0.70229,1.047247,3.472746,6876,11446,4569,6876,1,93.863,13,load
