target,window_size_s,feature_set,model,split_type,n_windows,n_features,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,mcc,folds,fold_mcc_mean,fold_mcc_std
multiclass,2.0,motion_pulse_thermal,hist_gradient_boosting,group_cv,3890,209,0.4596401028277635,0.3954954324800363,0.4496387400907243,0.3954954324800363,0.41149444564855525,0.34358679137192355,4,0.3381983530968703,0.19004248670613902
multiclass,2.0,motion_pulse_thermal,knn,group_cv,3890,209,0.4041131105398458,0.3598934166802061,0.3905632153761845,0.3598934166802061,0.3645325075364929,0.26642071967779435,4,0.2762998601801391,0.09649263188442816
multiclass,2.0,motion_pulse_thermal,logistic_regression,group_cv,3890,209,0.5413881748071979,0.5067077246814911,0.5541111097762764,0.5067077246814911,0.5112149393894982,0.4447926971590309,4,0.4351433349938479,0.098767296508345
multiclass,2.0,motion_pulse_thermal,random_forest,group_cv,3890,209,0.4467866323907455,0.37665628925440564,0.4369035110711803,0.37665628925440564,0.39473231122126223,0.32772741634948505,4,0.3236252520085711,0.19279135328960034
multiclass,2.0,motion_pulse_thermal,svm_rbf,group_cv,3890,209,0.432133676092545,0.3835077515981047,0.45717589864631947,0.3835077515981047,0.3973526759967629,0.31002389304133715,4,0.3126338184407267,0.156664670732502
multiclass,2.0,pulse_only,dummy_most_frequent,group_cv,3890,38,0.1814910025706941,0.11800649915254575,0.05023206196492568,0.11800649915254575,0.06957479098001974,-0.1162487807975328,4,0.0,0.0
multiclass,2.0,pulse_only,extra_trees,group_cv,3890,38,0.37326478149100256,0.3671796656324742,0.35503800356048637,0.3671796656324742,0.3571119934212114,0.23624193870053578,4,0.244987193923092,0.06927199028605847
multiclass,2.0,pulse_only,hist_gradient_boosting,group_cv,3890,38,0.361439588688946,0.3582155673819481,0.34506806775183496,0.3582155673819481,0.34629891424433606,0.2255315461114645,4,0.2276089986837014,0.0735892388212838
multiclass,2.0,pulse_only,knn,group_cv,3890,38,0.3570694087403599,0.3337869301555523,0.32547319536385216,0.3337869301555523,0.32809067922359253,0.21131446277491234,4,0.21955931205833568,0.05455316919877847
multiclass,2.0,pulse_only,logistic_regression,group_cv,3890,38,0.35295629820051416,0.3731202452756846,0.3602238043891013,0.3731202452756846,0.3543436198059145,0.2196994676772195,4,0.24460875715624852,0.04975501356581565
multiclass,2.0,pulse_only,random_forest,group_cv,3890,38,0.3676092544987147,0.36071177300502155,0.3458409240182134,0.36071177300502155,0.3489678291366403,0.22996990126276529,4,0.23825237375257163,0.08450030634561756
multiclass,2.0,pulse_only,svm_rbf,group_cv,3890,38,0.37994858611825194,0.39091172930384976,0.3839434476184403,0.39091172930384976,0.37696023649793203,0.251498530613976,4,0.2713399301710474,0.022829865591240197
