host_epoch_s,host_elapsed_s,time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,pulse_count,edge_count,rise_count,fall_count,state,pulse_rate_hz,last_edge_dt_ms,label
1780593840.5528164,0.022457900005974807,428286,0.047119,-0.061523,1.047363,2.038168,2.618321,-0.625954,1.050226,3.376618,6619,11235,4615,6619,1,106.719,13,normal
1780593840.582354,0.051995500005432405,428317,0.048828,0.0,1.044922,1.450382,2.59542,-1.0,1.046062,3.136847,6623,11240,4616,6623,0,106.719,6,normal
1780593840.6134734,0.08311479999974836,428346,0.037354,-0.029297,1.061523,1.122137,3.366412,-0.946565,1.062584,3.672589,6624,11242,4617,6624,0,71.942,6,normal
1780593840.645478,0.11511949999839999,428378,0.05249,-0.02002,1.051025,3.015267,3.473282,-0.21374,1.052526,4.604478,6627,11246,4618,6627,0,71.942,6,normal
1780593840.676386,0.14602759999979753,428410,0.057861,0.022705,1.063232,0.641221,3.709924,-1.137405,1.065048,3.932987,6628,11248,4619,6628,0,71.942,6,normal
1780593840.707839,0.17748040000151377,428441,0.041748,-0.037598,1.047119,2.51145,2.832061,-0.572519,1.048625,3.82828,6629,11251,4621,6629,1,71.942,16,normal
1780593840.7387521,0.20839359999808948,428472,0.03418,-0.00415,1.051758,1.503817,2.305344,-0.78626,1.052321,2.862565,6634,11258,4623,6634,0,71.942,0,normal
1780593840.7836616,0.2533030000049621,428503,0.030518,-0.033447,1.05542,1.51145,2.679389,-1.259542,1.056391,3.324162,6636,11262,4625,6636,0,71.942,0,normal
1780593840.801531,0.27117249999719206,428534,0.050293,-0.000488,1.067139,2.717557,3.496183,-0.473282,1.068323,4.45336,6639,11266,4626,6639,0,71.942,7,normal
1780593840.8316724,0.3013137999951141,428565,0.045654,-0.005127,1.053955,0.549618,3.114504,-0.961832,1.054956,3.305652,6640,11268,4627,6640,0,71.942,6,normal
1780593840.8639622,0.3336035999964224,428596,0.051758,-0.02832,1.050049,2.229008,3.114504,-0.496183,1.051705,3.86197,6641,11271,4629,6641,1,68.0,16,normal
1780593840.8958917,0.3655332000053022,428628,0.042725,-0.013916,1.045654,1.312977,2.519084,-1.076336,1.046619,3.037794,6643,11274,4630,6643,0,68.0,6,normal
1780593840.9259467,0.39558820000092965,428659,0.034912,-0.029053,1.054932,1.274809,2.717557,-1.328244,1.055909,3.282452,6645,11278,4632,6645,0,68.0,1,normal
1780593840.957272,0.42691340000601485,428690,0.055176,-0.015137,1.067139,2.832061,3.564885,-0.648855,1.068671,4.598912,6649,11284,4634,6649,0,68.0,6,normal
1780593840.988372,0.45801360000041313,428721,0.048828,0.005127,1.058106,0.778626,3.267176,-0.992366,1.059244,3.502212,6652,11288,4635,6652,0,68.0,6,normal
1780593841.019063,0.4887044000060996,428752,0.042236,-0.04248,1.044189,2.396947,2.954198,-0.068702,1.045906,3.804913,6653,11291,4637,6653,1,68.0,17,normal
1780593841.0511134,0.5207547000027262,428784,0.031738,0.009033,1.04834,1.618321,2.633588,-1.183206,1.048859,3.309792,6663,11302,4638,6663,0,68.0,0,normal
1780593841.0817351,0.551376600007643,428815,0.034424,-0.045898,1.048828,1.320611,2.839695,-1.549618,1.050396,3.494166,6664,11304,4639,6664,0,68.0,6,normal
1780593841.1130848,0.5827262999955565,428846,0.053467,-0.0271,1.061035,2.496183,3.664122,-0.175573,1.062727,4.437065,6667,11308,4640,6667,0,104.0,6,normal
1780593841.1439142,0.6135556000081124,428877,0.054932,-0.006592,1.053711,0.374046,3.221374,-1.343511,1.055162,3.510297,6671,11314,4642,6671,0,104.0,0,normal
1780593841.1755714,0.6452129999961471,428908,0.044434,-0.056885,1.04248,2.122137,3.122137,-0.396947,1.044976,3.795889,6673,11319,4645,6673,1,104.0,13,normal
1780593841.2068436,0.6764850000035949,428940,0.050049,0.013184,1.051758,0.854962,2.78626,-1.137405,1.05303,3.12856,6675,11322,4646,6675,0,104.0,6,normal
1780593841.2399025,0.7095438999967882,428971,0.029053,-0.048096,1.056885,1.770992,2.671756,-1.351145,1.058377,3.478546,6676,11324,4647,6676,0,104.0,6,normal
1780593841.2703292,0.7399705999996513,429003,0.045654,-0.022217,1.068115,2.221374,2.801527,-0.923664,1.069321,3.692724,6679,11328,4648,6679,0,104.0,6,normal
1780593841.305503,0.7751444000023184,429040,0.045654,-0.009521,1.07373,0.717557,3.70229,-1.076336,1.074743,3.921778,6680,11331,4650,6680,1,104.0,16,normal
1780593841.3374813,0.8071227000036743,429070,0.036621,-0.021484,1.054688,2.129771,2.938931,-0.59542,1.055542,3.678011,6684,11337,4652,6684,0,104.0,3,normal
1780593841.368301,0.8379424000013387,429102,0.037109,-0.039795,1.057373,0.847328,2.954198,-1.0,1.058772,3.231912,6687,11342,4654,6687,0,78.125,1,normal
1780593841.3986623,0.8683038000017405,429132,0.058594,-0.075195,1.039551,2.419847,3.038168,-0.21374,1.043912,3.889963,6688,11345,4656,6688,1,78.125,16,normal
1780593841.428862,0.8985035000077914,429163,0.043457,0.012207,1.041992,0.687023,2.70229,-1.038168,1.04297,2.975259,6690,11348,4657,6690,0,78.125,6,normal
1780593841.4596276,0.9292691000009654,429193,0.04248,-0.030518,1.056152,1.687023,2.641221,-1.305344,1.057447,3.394999,6691,11350,4658,6691,0,78.125,6,normal
1780593841.4911368,0.9607781999948202,429224,0.053955,-0.031006,1.070312,2.519084,4.045802,-0.167939,1.07212,4.76891,6694,11354,4659,6694,0,78.125,6,normal
1780593841.5212882,0.9909294999961276,429255,0.051758,0.003662,1.068848,0.641221,3.503817,-1.335878,1.070106,3.80427,6696,11358,4661,6696,0,78.125,0,normal
1780593841.553456,1.0230974000005517,429286,0.046875,-0.043457,1.045654,2.625954,2.396947,-0.526718,1.047606,3.59422,6698,11363,4664,6698,1,78.125,13,normal
1780593841.5835788,1.0532203000038862,429317,0.036621,0.009521,1.057373,1.78626,2.40458,-0.679389,1.05805,3.07153,6702,11368,4665,6702,0,78.125,6,normal
