host_epoch_s,host_elapsed_s,time_ms,ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,pulse_count,edge_count,rise_count,fall_count,state,pulse_rate_hz,last_edge_dt_ms,label,thermal_session_id,thermal_label,thermal_width,thermal_height,thermal_frame_index,thermal_capture_latency_s,thermal_temp_min_c,thermal_temp_mean_c,thermal_temp_p95_c,thermal_temp_max_c,thermal_temp_center_c,thermal_nearest_frame_dt_s,alignment_mode
1780595045.9476304,0.02502430000458844,188,0.036865,-0.028564,1.046143,1.335878,3.557252,-0.51145,1.047182,3.834083,18,30,12,18,0,0.0,0,damping,damping2,damping,160.0,120.0,0.0,0.23094929999206215,38.610015869140625,39.52051544189453,39.8900146484375,40.540008544921875,40.029998779296875,0.20744319999357685,shared_host_elapsed_s_interpolation
1780595045.9792693,0.056663199997274205,219,0.049316,-0.018555,1.056885,1.664122,3.366412,-0.916031,1.058197,3.865378,20,34,14,20,0,0.0,0,damping,damping2,damping,160.0,120.0,0.0,0.23094929999206215,38.610015869140625,39.52051544189453,39.8900146484375,40.540008544921875,40.029998779296875,0.1758043000008911,shared_host_elapsed_s_interpolation
1780595046.0097878,0.08718170000065584,250,0.03418,-0.02002,1.048096,1.709924,2.832061,-0.679389,1.048844,3.377274,23,40,17,23,0,92.0,6,damping,damping2,damping,160.0,120.0,0.0,0.23094929999206215,38.610015869140625,39.52051544189453,39.8900146484375,40.540008544921875,40.029998779296875,0.14528579999750946,shared_host_elapsed_s_interpolation
1780595046.0408447,0.1182388000015635,281,0.043701,-0.019775,1.064697,1.328244,3.221374,-0.656489,1.065777,3.545766,27,46,19,27,0,92.0,0,damping,damping2,damping,160.0,120.0,0.0,0.23094929999206215,38.610015869140625,39.52051544189453,39.8900146484375,40.540008544921875,40.029998779296875,0.11422869999660179,shared_host_elapsed_s_interpolation
1780595046.0717297,0.14912370000092778,312,0.027588,-0.029785,1.05249,1.236641,2.374046,-0.70229,1.053273,2.767415,29,51,22,29,1,92.0,14,damping,damping2,damping,160.0,120.0,0.0,0.23094929999206215,38.610015869140625,39.52051544189453,39.8900146484375,40.540008544921875,40.029998779296875,0.08334379999723751,shared_host_elapsed_s_interpolation
1780595046.1041758,0.18156979999912437,343,0.024658,-0.010986,1.054199,1.465649,2.709924,-1.022901,1.054545,3.24625,34,58,24,34,0,92.0,0,damping,damping2,damping,160.0,120.0,0.0,0.23094929999206215,38.610015869140625,39.52051544189453,39.8900146484375,40.540008544921875,40.029998779296875,0.050897699999040924,shared_host_elapsed_s_interpolation
1780595046.1332111,0.2106052000017371,374,0.02832,-0.009277,1.056641,1.480916,2.885496,-0.770992,1.057061,3.333711,36,62,26,36,0,92.0,1,damping,damping2,damping,160.0,120.0,0.0,0.23094929999206215,38.610015869140625,39.52051544189453,39.8900146484375,40.540008544921875,40.029998779296875,0.02186229999642819,shared_host_elapsed_s_interpolation
1780595046.164337,0.24173100000189152,404,0.044922,-0.019775,1.048828,1.465649,2.832061,-0.931298,1.049976,3.322049,38,67,29,38,1,92.0,14,damping,damping2,damping,160.0,120.0,0.009017070675763432,0.23120720354244062,38.61037635383866,39.520381601631165,39.88992438967341,40.543164574694224,40.029097017193465,0.009263500003726222,shared_host_elapsed_s_interpolation
1780595046.206402,0.2837961000041105,435,0.038574,-0.022705,1.055176,1.435114,3.129771,-1.091603,1.056125,3.61201,42,72,30,42,0,92.0,5,damping,damping2,damping,160.0,120.0,0.049963147164184735,0.23237833093848248,38.612013297204136,39.51977383954767,39.8895145290445,40.55749595138019,40.02500215962961,0.05132860000594519,shared_host_elapsed_s_interpolation
1780595046.2254078,0.30280190000485163,466,0.04248,-0.025635,1.04541,1.847328,3.0,-0.931298,1.046587,3.644165,44,76,32,44,0,92.0,0,damping,damping2,damping,160.0,120.0,0.06846335138366676,0.23290746822957142,38.612752898874284,39.51949924125582,39.88932934633625,40.56397113577329,40.02315202629137,0.07033440000668634,shared_host_elapsed_s_interpolation
1780595046.2559876,0.33338160000857897,496,0.060547,-0.02832,1.052978,1.641221,2.961832,-1.259542,1.055098,3.612825,45,79,34,45,1,92.0,17,damping,damping2,damping,160.0,120.0,0.09822956459318122,0.23375883253002994,38.6139428933599,39.51905742173831,39.88903139351848,40.57438949207517,40.02017522329187,0.10091410001041368,shared_host_elapsed_s_interpolation
1780595046.2866273,0.3640213000035146,527,0.053955,-0.015381,1.059082,0.816794,3.465649,-0.557252,1.060567,3.603943,50,86,36,50,0,97.473,0,damping,damping2,damping,160.0,120.0,0.12805418166312132,0.23461186728018338,38.61513522271663,39.51861473533306,39.88873285609175,40.584828290084666,40.017192579549864,0.13155380000534933,shared_host_elapsed_s_interpolation
1780595046.3180606,0.3954546000022674,558,0.041748,-0.033447,1.066406,2.236641,3.19084,-0.80916,1.067747,3.979794,52,90,38,52,0,97.473,0,damping,damping2,damping,160.0,120.0,0.15865128724386474,0.23548699651497895,38.61635843464018,39.51816058289083,39.888426586236086,40.595537463787835,40.01413268224188,0.1629871000041021,shared_host_elapsed_s_interpolation
1780595046.3486612,0.4260552000050666,589,0.063965,-0.028076,1.058838,2.015267,3.816794,-0.618321,1.06114,4.360222,56,96,40,56,0,97.473,7,damping,damping2,damping,160.0,120.0,0.1884378444668383,0.23633894268880729,38.61754924243932,39.51771846140739,39.888128429779506,40.605962940618596,40.011153844716866,0.1935877000069013,shared_host_elapsed_s_interpolation
1780595046.3809364,0.45833029999630526,620,0.041016,-0.01416,1.061523,1.320611,3.618321,-0.816794,1.06241,3.937437,60,102,42,60,0,97.473,0,damping,damping2,damping,160.0,120.0,0.21985435632210532,0.2372375083360478,38.61880521260931,39.517252146528435,39.88781395785908,40.61695891151911,40.008012001780166,0.22586279999813996,shared_host_elapsed_s_interpolation
1780595046.412455,0.4898492000065744,652,0.034668,-0.027588,1.038818,1.534351,2.564885,-1.167939,1.039763,3.208886,62,107,45,62,1,97.473,14,damping,damping2,damping,160.0,120.0,0.2505347847671418,0.2381150207464113,38.62003175561661,39.51679675732601,39.88750685396107,40.62769724873335,40.00494377167719,0.2573817000084091,shared_host_elapsed_s_interpolation
1780595046.4435647,0.5209585999982664,683,0.037598,-0.009277,1.060303,1.931298,2.778626,-1.290076,1.06101,3.62146,67,114,47,67,0,97.473,1,damping,damping2,damping,160.0,120.0,0.28081660678828335,0.23898113233541912,38.62124236312538,39.51634728463359,39.88720374001994,40.638296071266325,40.0019154046495,0.28849110000010114,shared_host_elapsed_s_interpolation
1780595046.47408,0.551474000007147,714,0.043457,-0.013916,1.056641,1.51145,3.236641,-0.992366,1.057625,3.707441,69,118,49,69,0,97.473,0,damping,damping2,damping,160.0,120.0,0.31052023052322,0.2398307064705024,38.62242985540727,39.51590639413084,39.88690641370814,40.64869252087008,39.99894486097947,0.3190065000089817,shared_host_elapsed_s_interpolation
1780595046.504853,0.582247099999222,745,0.054688,-0.015869,1.05957,1.129771,2.908397,-1.183206,1.061099,3.336934,71,123,52,71,1,97.473,13,damping,damping2,damping,160.0,120.0,0.34047469885908205,0.2406874551876088,38.62362737596147,39.51546178034492,39.886606576500675,40.6591767676152,39.99594923131832,0.3497796000010567,shared_host_elapsed_s_interpolation
1780595046.5358784,0.6132725000061328,776,0.053711,-0.007568,1.053711,1.160305,3.236641,-0.679389,1.055106,3.504815,76,130,54,76,0,97.473,0,damping,damping2,damping,160.0,120.0,0.3706747554784607,0.24155122814712474,38.62483471465078,39.515013521295295,39.88630428101206,40.6697469717585,39.992929041329866,0.38080500000796746,shared_host_elapsed_s_interpolation
1780595046.5679631,0.645357100002002,807,0.052246,-0.039062,1.049316,1.717557,2.908397,-0.664122,1.051342,3.442359,78,134,56,78,0,100.0,1,damping,damping2,damping,160.0,120.0,0.40190583505421257,0.24244449011593555,38.62608327160404,39.51454995878526,39.88599166522529,40.680678040229395,39.98980574275291,0.4128896000038367,shared_host_elapsed_s_interpolation
1780595046.598693,0.6760868999990635,838,0.056152,-0.037598,1.057373,2.320611,3.160305,-0.572519,1.05953,3.962391,82,140,58,82,0,100.0,6,damping,damping2,damping,160.0,120.0,0.4318181552694788,0.243300033325141,38.62727910715952,39.51410597060336,39.88569224991063,40.69114753487505,39.98681432816107,0.44361940000089817,shared_host_elapsed_s_interpolation
1780595046.6308594,0.7082534000073792,870,0.041748,-0.01416,1.06543,1.564886,3.137405,-0.832061,1.066341,3.603401,86,146,60,86,0,100.0,1,damping,damping2,damping,160.0,120.0,0.4631289561385086,0.24419557545846604,38.628530851212815,39.5136412247912,39.8853788361324,40.702106506285176,39.983683056968204,0.47578590000921395,shared_host_elapsed_s_interpolation
1780595046.6613083,0.7387023000046611,901,0.040527,-0.010742,1.046875,1.656489,2.755725,-0.877863,1.047714,3.332959,88,151,63,88,1,100.0,14,damping,damping2,damping,160.0,120.0,0.4927678489073651,0.24504329817787654,38.62971575567836,39.513201295089345,39.885082157762405,40.71248029965572,39.980718986789874,0.5062348000064958,shared_host_elapsed_s_interpolation
